N,Okrug,Rooms,Price,Totsp,Livesp,Kitsp,Dolgota,Shirota,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,View,Elevator
150629235,3.0,3.0,13500000.0,76.0,45.0,13.0,37.787677,55.812863,12.380078025220216,5.0,1.0,0.0,0.0,1.0,16.0,17.0,0.0,двор,1.0
149437403,3.0,2.0,13500000.0,59.0,29.1,8.9,37.670672,55.788075,4.9712018938674705,5.0,1.0,1.0,1.0,1.0,2.0,9.0,0.0,улица,1.0
151020088,3.0,4.0,13500000.0,84.9,56.8,8.3,37.807458,55.826068,14.216110798492272,10.0,0.0,0.0,1.0,1.0,4.0,14.0,0.0,двор и улица,1.0
150638560,3.0,1.0,13600000.0,40.0,19.0,8.0,37.662335,55.789998,4.832088685022913,12.0,1.0,1.0,0.0,0.0,6.0,12.0,0.0,улица,1.0
151056163,3.0,3.0,13700000.0,82.5,50.0,10.0,37.803856,55.796253,12.438628217681758,5.0,1.0,0.0,0.0,1.0,3.0,17.0,0.0,двор и улица,1.0
150685403,3.0,3.0,13730522.0,90.5,54.3,13.5,37.738273,55.759818,7.442526040541853,10.0,1.0,1.0,0.0,1.0,13.0,32.0,1.0,–,0.0
149385955,3.0,5.0,13790000.0,82.0,64.0,5.0,37.724966,55.774279,6.962867692441291,12.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,двор и улица,0.0
150347179,3.0,3.0,13800000.0,68.0,47.0,8.0,37.791298,55.791041,11.496030087694196,7.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,двор и улица,0.0
150685339,3.0,3.0,13836855.0,86.3,49.3,15.3,37.738115,55.760073,7.4352788583284966,10.0,1.0,1.0,0.0,1.0,25.0,32.0,1.0,–,0.0
150458356,3.0,3.0,13900000.0,70.4,44.2,9.5,37.793382,55.810607,12.55575049985806,5.0,1.0,0.0,0.0,1.0,10.0,18.0,0.0,двор и улица,1.0
149841908,3.0,2.0,13990000.0,77.0,45.0,10.0,37.794837,55.816561,12.977139701533359,10.0,1.0,0.0,0.0,1.0,16.0,18.0,0.0,двор,1.0
149152845,4.0,3.0,15700000.0,85.0,51.0,11.0,37.754709,55.713927,9.537586629847636,12.0,1.0,0.0,1.0,1.0,2.0,17.0,0.0,двор,1.0
150234173,4.0,3.0,46000000.0,137.0,123.0,,37.670914,55.714191,5.436412277175608,,1.0,0.0,0.0,1.0,11.0,27.0,0.0,двор и улица,1.0
49784869,4.0,2.0,5700000.0,57.6,36.8,9.0,37.936139,55.701837,20.642624023688835,,1.0,0.0,0.0,1.0,5.0,17.0,1.0,двор и улица,1.0
150200804,4.0,1.0,3373500.0,17.3,,,37.685072,55.751913,4.088633063934139,5.0,1.0,0.0,0.0,0.0,6.0,10.0,1.0,двор и улица,1.0
149468349,4.0,1.0,3599999.0,32.5,15.6,7.0,37.938388,55.701993,20.77308181650188,,1.0,0.0,0.0,1.0,7.0,7.0,0.0,двор,1.0
151086951,4.0,1.0,3615861.0,32.6,15.6,7.0,37.937247,55.701572,20.717649063038444,20.0,1.0,0.0,0.0,1.0,11.0,17.0,1.0,двор,1.0
149828760,4.0,1.0,3647000.0,26.8,18.0,,37.706245,55.646147,13.132517130755911,,1.0,0.0,0.0,1.0,10.0,22.0,0.0,улица,1.0
150199992,4.0,1.0,3698800.0,39.8,26.0,,37.926629,55.683153,20.77228722683085,,1.0,0.0,0.0,1.0,14.0,22.0,0.0,улица,1.0
151078768,4.0,1.0,3708800.0,32.6,15.8,7.0,37.925809,55.7003,20.072583357960987,,1.0,1.0,0.0,1.0,13.0,25.0,1.0,улица,1.0
150025902,4.0,1.0,3814200.0,32.6,15.6,7.0,37.937247,55.701572,20.717649063038444,,1.0,0.0,0.0,1.0,9.0,17.0,0.0,улица,1.0
149505510,4.0,1.0,3831905.0,25.9,18.1,,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,29.0,32.0,1.0,двор,1.0
148974787,4.0,1.0,3896080.0,30.9,15.6,6.0,37.704316,55.648167,12.877864667702122,,1.0,1.0,0.0,0.0,25.0,32.0,1.0,улица,1.0
148746861,4.0,1.0,3912000.0,32.6,15.6,7.1,37.937247,55.701572,20.717649063038444,,1.0,0.0,0.0,1.0,7.0,17.0,0.0,–,1.0
137942914,4.0,1.0,3927300.0,32.0,15.6,7.1,37.936196,55.701841,20.64592711351845,,1.0,0.0,0.0,1.0,10.0,17.0,0.0,улица,1.0
149505545,4.0,1.0,3935675.0,28.1,20.2,,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,17.0,32.0,1.0,двор,1.0
148329584,4.0,1.0,3937000.0,32.6,15.6,7.0,37.936139,55.701837,20.642624023688835,20.0,0.0,0.0,0.0,1.0,16.0,17.0,1.0,двор,1.0
150920203,4.0,1.0,3937000.0,32.6,15.8,7.9,37.937247,55.701572,20.717649063038444,20.0,0.0,0.0,0.0,1.0,10.0,17.0,0.0,двор,0.0
150183735,4.0,1.0,3950000.0,36.9,17.0,8.0,37.933842,55.703342,20.457296410990775,15.0,0.0,0.0,0.0,1.0,3.0,17.0,1.0,–,0.0
148748835,4.0,1.0,3951900.0,36.7,16.2,7.4,37.937965,55.703309,20.706887072149012,,1.0,0.0,0.0,1.0,5.0,17.0,1.0,двор,1.0
149390179,4.0,1.0,3975000.0,31.8,15.6,7.1,37.936196,55.701841,20.64592711351845,20.0,0.0,0.0,0.0,1.0,10.0,17.0,0.0,двор,1.0
150366085,4.0,1.0,4000000.0,31.8,,,37.93554,55.702526,20.584941001123106,11.0,0.0,0.0,0.0,1.0,10.0,17.0,1.0,двор и улица,1.0
150791891,4.0,1.0,4012500.0,31.9,,,37.93554,55.702526,20.584941001123106,11.0,0.0,0.0,0.0,1.0,13.0,17.0,1.0,двор и улица,1.0
150459429,4.0,1.0,4013900.0,35.3,20.0,,37.937247,55.701572,20.717649063038444,20.0,1.0,0.0,0.0,1.0,3.0,22.0,1.0,двор,1.0
148939063,4.0,1.0,4013900.0,35.3,15.0,12.0,37.937247,55.701572,20.717649063038444,15.0,0.0,0.0,0.0,0.0,3.0,17.0,1.0,двор,1.0
150685064,4.0,1.0,4037000.0,36.7,16.2,7.4,37.93937,55.700966,20.864531206746143,20.0,0.0,0.0,0.0,1.0,6.0,17.0,1.0,двор,1.0
148329466,4.0,1.0,4037500.0,32.1,15.6,7.1,37.937965,55.703309,20.706887072149012,20.0,0.0,0.0,0.0,1.0,12.0,17.0,1.0,двор,1.0
149505542,4.0,1.0,4043442.0,27.3,19.9,,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,26.0,32.0,1.0,двор,1.0
150685072,4.0,1.0,4059000.0,36.9,16.2,7.4,37.93937,55.700966,20.864531206746143,20.0,0.0,0.0,0.0,1.0,12.0,17.0,1.0,двор,1.0
151069517,4.0,3.0,12500000.0,74.2,45.1,10.2,37.742627,55.670696,12.02149775267576,20.0,1.0,0.0,1.0,1.0,11.0,17.0,0.0,двор и улица,1.0
149922792,4.0,2.0,6000000.0,46.1,30.8,5.4,37.778685,55.70595,11.281656067193303,14.0,1.0,0.0,1.0,1.0,4.0,5.0,0.0,двор,0.0
150806911,4.0,2.0,6900000.0,43.0,29.0,6.0,37.724813,55.686832,9.9306399882109,7.0,1.0,0.0,1.0,1.0,7.0,9.0,0.0,двор,1.0
49780943,4.0,3.0,10200000.0,64.0,42.0,9.0,37.669351,55.726938,4.299237725064737,9.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,двор и улица,0.0
150412020,4.0,2.0,9500000.0,57.0,30.0,,37.775918,55.702394,11.323789798875472,7.0,1.0,0.0,0.0,1.0,14.0,18.0,0.0,двор и улица,1.0
150440521,4.0,2.0,8100000.0,67.0,33.0,13.0,37.922389,55.700689,19.85491236887059,,1.0,0.0,0.0,1.0,15.0,17.0,0.0,двор и улица,1.0
148329476,4.0,1.0,4062000.0,36.7,16.2,7.4,37.940921,55.704017,20.863907370758106,20.0,0.0,0.0,0.0,1.0,6.0,17.0,1.0,двор,1.0
148938644,4.0,1.0,4066619.0,31.5,21.9,,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,17.0,32.0,1.0,двор,1.0
150675122,4.0,1.0,4066984.0,36.7,,,37.93937,55.700966,20.864531206746143,15.0,0.0,0.0,0.0,1.0,2.0,17.0,1.0,двор и улица,1.0
150786620,4.0,1.0,4100000.0,32.0,18.5,6.5,37.795565,55.635559,17.154618518106037,15.0,0.0,0.0,0.0,1.0,5.0,9.0,0.0,двор,1.0
151069029,4.0,1.0,4175000.0,31.5,22.1,4.0,37.70674,55.645703,13.190335915107324,9.0,1.0,1.0,0.0,0.0,22.0,32.0,1.0,двор,1.0
150460871,4.0,1.0,4176600.0,38.8,19.0,8.0,37.936699,55.699548,20.749872807227142,,1.0,0.0,0.0,1.0,5.0,17.0,0.0,–,1.0
150469758,4.0,1.0,4187992.0,38.5,,,37.937965,55.703309,20.706887072149012,15.0,0.0,0.0,0.0,1.0,2.0,17.0,1.0,двор и улица,1.0
148938519,4.0,1.0,4197695.0,32.0,21.9,,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,17.0,32.0,1.0,двор,1.0
150469702,4.0,1.0,4220392.0,38.8,,,37.937965,55.703309,20.706887072149012,15.0,0.0,0.0,0.0,1.0,17.0,17.0,1.0,двор и улица,1.0
48068951,4.0,1.0,4226500.0,39.5,18.9,9.0,37.931129,55.706472,20.199070344258054,,1.0,0.0,0.0,1.0,3.0,25.0,0.0,двор,1.0
148329489,4.0,1.0,4236500.0,39.5,18.9,9.0,37.937965,55.703309,20.706887072149012,20.0,0.0,0.0,0.0,1.0,4.0,25.0,1.0,двор,1.0
9878631,4.0,1.0,4238700.0,39.8,18.9,10.0,37.940921,55.704017,20.863907370758106,,1.0,0.0,0.0,1.0,7.0,17.0,0.0,двор,1.0
150033091,4.0,1.0,4280000.0,40.0,18.9,10.1,37.938451,55.702586,20.758430090506696,,1.0,0.0,0.0,1.0,12.0,17.0,0.0,двор,1.0
148939071,4.0,1.0,4285000.0,40.0,18.9,10.1,37.934563,55.700542,20.58933715601743,15.0,0.0,0.0,0.0,1.0,17.0,17.0,1.0,двор,1.0
150997087,4.0,1.0,4285000.0,40.0,18.9,10.1,37.934563,55.700542,20.58933715601743,20.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,улица,1.0
149353051,4.0,1.0,4298400.0,39.8,19.0,9.0,37.940921,55.704017,20.863907370758106,15.0,0.0,0.0,0.0,1.0,20.0,25.0,1.0,двор,1.0
150425294,4.0,1.0,4300000.0,37.0,18.0,7.0,37.928255,55.69899,20.26292218438335,30.0,0.0,0.0,0.0,1.0,5.0,17.0,0.0,улица,1.0
149455264,4.0,1.0,4300000.0,39.0,19.0,9.0,37.935468,55.703205,20.559524138667552,10.0,0.0,0.0,0.0,1.0,11.0,25.0,1.0,–,1.0
149680339,4.0,1.0,4305000.0,40.0,18.9,10.1,37.937965,55.703309,20.706887072149012,,1.0,0.0,0.0,0.0,8.0,17.0,1.0,двор,1.0
148919598,4.0,1.0,4310750.0,39.5,18.9,9.0,37.931129,55.706472,20.199070344258054,,1.0,0.0,0.0,1.0,8.0,25.0,1.0,улица,1.0
149353187,4.0,1.0,4320000.0,40.0,19.0,10.0,37.937965,55.703309,20.706887072149012,15.0,0.0,0.0,0.0,1.0,9.0,17.0,1.0,двор,1.0
36784462,4.0,1.0,4342800.0,37.6,19.1,7.5,37.93351,55.701039,20.510054703144117,,1.0,0.0,0.0,1.0,10.0,17.0,0.0,улица,1.0
149673350,4.0,1.0,4345000.0,39.5,18.9,9.0,37.931713,55.703185,20.333922959222104,,1.0,0.0,0.0,1.0,25.0,25.0,0.0,двор,1.0
148329482,4.0,1.0,4350000.0,34.6,15.6,11.2,37.936139,55.701837,20.642624023688835,20.0,0.0,0.0,0.0,1.0,2.0,17.0,1.0,двор и улица,1.0
149521093,4.0,1.0,4350000.0,30.0,19.0,6.0,37.738207,55.69488,9.891536208322746,10.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,двор,0.0
150968450,4.0,3.0,7600000.0,56.2,36.3,5.7,37.79923,55.695621,12.966931144423592,10.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,двор,0.0
150955339,4.0,2.0,11400000.0,58.7,32.0,10.1,37.79004,55.697194,12.380787709782679,15.0,1.0,0.0,1.0,1.0,4.0,14.0,0.0,двор и улица,1.0
150097902,4.0,1.0,4197695.0,32.0,21.9,,37.704772,55.644135,13.299384519141336,20.0,1.0,0.0,0.0,0.0,20.0,32.0,0.0,двор,1.0
148470040,4.0,1.0,4360000.0,39.3,19.0,7.0,37.935468,55.703205,20.559524138667552,15.0,0.0,0.0,0.0,1.0,22.0,25.0,1.0,улица,1.0
150097359,4.0,1.0,4390000.0,37.4,19.0,8.5,37.792349,55.63565,17.017701054116504,13.0,0.0,0.0,1.0,1.0,7.0,16.0,0.0,двор,1.0
150685041,4.0,1.0,4400000.0,40.0,18.9,10.1,37.93351,55.701039,20.510054703144117,25.0,0.0,0.0,0.0,1.0,14.0,17.0,1.0,двор,0.0
150849106,4.0,1.0,4400000.0,39.0,21.0,9.0,37.859345,55.687731,16.710627341311866,5.0,1.0,0.0,1.0,0.0,3.0,14.0,0.0,двор,1.0
149053656,4.0,1.0,4412100.0,38.5,18.9,7.3,37.936896,55.702794,20.658287909956748,,1.0,0.0,0.0,1.0,11.0,17.0,0.0,улица,1.0
150366080,4.0,1.0,4412500.0,37.5,,,37.93351,55.701039,20.510054703144117,11.0,0.0,0.0,0.0,1.0,16.0,17.0,1.0,двор и улица,1.0
150024192,4.0,1.0,4417803.0,38.5,,,37.93351,55.701039,20.510054703144117,11.0,0.0,0.0,0.0,1.0,13.0,17.0,1.0,двор и улица,1.0
148902525,4.0,1.0,4429000.0,38.2,18.9,7.4,37.936896,55.702794,20.658287909956748,,1.0,0.0,0.0,1.0,7.0,25.0,0.0,двор,1.0
148959099,4.0,1.0,4437100.0,38.2,18.9,7.3,37.936896,55.702794,20.658287909956748,,1.0,0.0,0.0,1.0,7.0,17.0,0.0,улица,1.0
148889168,4.0,1.0,4448600.0,38.3,18.9,7.3,37.936896,55.702794,20.658287909956748,,1.0,0.0,0.0,1.0,14.0,17.0,0.0,–,1.0
149390248,4.0,1.0,4481100.0,38.3,18.9,8.0,37.936896,55.702794,20.658287909956748,20.0,0.0,0.0,0.0,1.0,14.0,17.0,0.0,двор и улица,1.0
148908816,4.0,1.0,4490000.0,39.0,18.0,7.5,37.92679,55.69868,20.185944063620898,,1.0,0.0,0.0,1.0,8.0,17.0,0.0,–,1.0
136604753,4.0,1.0,4500000.0,40.0,19.0,10.0,37.933303,55.702551,20.4494916419557,,1.0,0.0,0.0,1.0,4.0,17.0,0.0,двор,0.0
148881838,4.0,1.0,4500000.0,30.0,18.5,5.6,37.763405,55.730177,9.363714641191743,35.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,двор,0.0
150462794,4.0,1.0,4500000.0,30.0,15.3,6.0,37.721193,55.730639,6.84635187644141,10.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,двор,0.0
150462965,4.0,1.0,4500000.0,30.0,15.3,6.0,37.721193,55.730639,6.84635187644141,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,двор,0.0
150123822,4.0,1.0,4500000.0,33.0,18.0,6.0,37.812651,55.697711,13.594060472741086,,1.0,0.0,0.0,0.0,1.0,5.0,0.0,–,0.0
150796188,4.0,1.0,4500000.0,33.0,19.0,7.0,37.716288,55.644089,13.609763778112468,27.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0,двор,1.0
151050628,4.0,1.0,4508762.0,22.9,,,37.739991,55.729384,7.996180851130148,6.0,0.0,0.0,0.0,1.0,2.0,25.0,1.0,двор и улица,1.0
49583013,4.0,1.0,4516050.0,39.1,18.9,9.0,37.934678,55.702074,20.547248056560328,,1.0,0.0,0.0,1.0,7.0,25.0,0.0,улица,1.0
148938469,4.0,1.0,4526918.0,37.0,12.9,14.0,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,13.0,32.0,1.0,двор,1.0
36714838,4.0,1.0,4527600.0,39.2,18.9,9.0,37.93554,55.702526,20.584941001123106,,1.0,0.0,0.0,1.0,15.0,25.0,0.0,улица,0.0
150361397,4.0,1.0,4550000.0,38.0,18.0,7.5,37.933285,55.706203,20.337408423787046,,1.0,0.0,0.0,1.0,8.0,17.0,0.0,двор,1.0
139567782,4.0,1.0,4550000.0,39.0,21.0,8.0,37.801305,55.631915,17.697284940295912,15.0,0.0,0.0,1.0,1.0,10.0,12.0,0.0,двор,1.0
150585905,4.0,1.0,4550000.0,33.0,20.0,7.0,37.793247,55.710306,11.888392438290056,10.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,двор,1.0
149071337,4.0,1.0,7200000.0,40.0,21.0,9.0,37.73376,55.652151,13.365288031492721,11.0,1.0,0.0,1.0,1.0,14.0,14.0,0.0,двор,1.0
150587606,4.0,1.0,4499000.0,35.0,19.0,11.0,37.807288,55.674387,14.696196205869859,5.0,0.0,0.0,1.0,1.0,9.0,14.0,0.0,двор,1.0
150974737,4.0,4.0,24000000.0,115.0,90.0,15.0,37.670914,55.714191,5.436412277175608,10.0,1.0,1.0,0.0,1.0,20.0,21.0,0.0,двор и улица,1.0
148952591,4.0,1.0,4552600.0,39.2,18.9,9.0,37.935468,55.703205,20.559524138667552,,1.0,0.0,0.0,1.0,14.0,25.0,0.0,улица,1.0
148948321,4.0,1.0,4552600.0,39.2,18.9,9.0,37.935468,55.703205,20.559524138667552,,1.0,0.0,0.0,1.0,11.0,25.0,0.0,улица,1.0
148928094,4.0,1.0,4564150.0,39.3,18.9,9.0,37.934678,55.702074,20.547248056560328,,1.0,0.0,0.0,1.0,7.0,25.0,0.0,улица,1.0
148932423,4.0,1.0,4564150.0,39.3,18.9,9.0,37.93554,55.702526,20.584941001123106,,1.0,0.0,0.0,1.0,9.0,25.0,0.0,улица,1.0
148930132,4.0,1.0,4564150.0,39.3,18.9,9.0,37.93554,55.702526,20.584941001123106,,1.0,0.0,0.0,1.0,18.0,25.0,0.0,улица,1.0
13922704,4.0,1.0,4573800.0,39.7,18.9,10.0,37.933842,55.703342,20.457296410990775,,1.0,0.0,0.0,1.0,13.0,17.0,0.0,двор,1.0
149390180,4.0,1.0,4586400.0,39.2,18.9,9.0,37.935468,55.703205,20.559524138667552,20.0,0.0,0.0,0.0,1.0,14.0,25.0,0.0,двор и улица,1.0
149390253,4.0,1.0,4598100.0,39.3,18.9,9.0,37.93554,55.702526,20.584941001123106,20.0,0.0,0.0,0.0,1.0,10.0,25.0,0.0,двор и улица,1.0
148884287,4.0,1.0,4598800.0,39.6,18.9,10.1,37.933842,55.703342,20.457296410990775,,1.0,0.0,0.0,1.0,17.0,17.0,0.0,улица,1.0
150710501,4.0,2.0,4599000.0,43.0,27.0,6.0,37.774005,55.708947,10.866554150721894,8.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,двор,0.0
148329494,4.0,1.0,4599700.0,39.1,18.9,10.1,37.934678,55.702074,20.547248056560328,20.0,0.0,0.0,0.0,1.0,23.0,25.0,1.0,двор,1.0
149444657,4.0,1.0,4600000.0,31.0,17.0,6.0,37.736123,55.679148,11.04131643590088,17.0,1.0,1.0,1.0,0.0,3.0,5.0,0.0,двор,0.0
150098478,4.0,1.0,4600000.0,39.8,18.0,7.5,37.933303,55.702551,20.4494916419557,15.0,0.0,0.0,0.0,1.0,7.0,17.0,1.0,улица,1.0
43638953,4.0,1.0,4600000.0,37.5,18.0,8.5,37.917008,55.699492,19.57432838812319,6.0,0.0,0.0,0.0,1.0,9.0,17.0,0.0,улица,1.0
151076957,4.0,1.0,4600000.0,30.0,18.5,6.5,37.763405,55.730177,9.363714641191743,15.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,двор,0.0
148030503,4.0,1.0,4601978.0,30.9,21.9,,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,27.0,32.0,1.0,двор,1.0
148938089,4.0,1.0,4638150.0,37.5,13.7,14.6,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,11.0,32.0,1.0,двор,1.0
144006502,4.0,1.0,4644900.0,39.7,18.9,10.0,37.933842,55.703342,20.457296410990775,,1.0,0.0,0.0,1.0,13.0,17.0,0.0,улица,1.0
149130707,4.0,1.0,4650000.0,39.0,19.0,8.0,37.93386,55.705255,20.400246208508193,5.0,0.0,0.0,0.0,1.0,17.0,18.0,0.0,двор,1.0
147455772,4.0,1.0,4650000.0,39.0,18.0,9.0,37.915292,55.682788,20.13204399402618,,1.0,0.0,0.0,1.0,6.0,17.0,0.0,двор и улица,1.0
148030557,4.0,1.0,4660214.0,31.4,21.9,,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,30.0,32.0,1.0,двор,1.0
151052492,4.0,1.0,4669925.0,36.3,,,37.704316,55.648167,12.877864667702122,4.0,0.0,1.0,0.0,1.0,22.0,32.0,1.0,двор и улица,1.0
151064339,4.0,1.0,4673903.0,29.1,,,37.739991,55.729384,7.996180851130148,6.0,0.0,0.0,0.0,1.0,18.0,25.0,1.0,двор и улица,1.0
149162339,4.0,1.0,4700000.0,37.5,19.0,7.0,37.926719,55.699776,20.14457425996684,,1.0,0.0,0.0,1.0,12.0,17.0,0.0,двор,1.0
150131041,4.0,1.0,4700000.0,32.0,22.0,6.0,37.807719,55.69489,13.470310531159813,,1.0,0.0,1.0,1.0,5.0,9.0,0.0,–,1.0
148442589,4.0,0.0,4460000.0,28.4,16.5,,37.699463,55.751503,4.990397298784862,7.0,1.0,1.0,0.0,0.0,5.0,10.0,1.0,–,1.0
150692087,4.0,1.0,4387500.0,37.5,18.9,7.0,37.93351,55.701039,20.510054703144117,,1.0,0.0,0.0,1.0,16.0,17.0,0.0,двор,1.0
150918634,4.0,1.0,4700000.0,35.0,19.0,9.0,37.821867,55.692643,14.368951397507272,5.0,0.0,0.0,0.0,1.0,8.0,16.0,0.0,двор,1.0
151004589,4.0,1.0,4700000.0,33.0,17.0,6.0,37.738908,55.701303,9.468061193203416,10.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,двор,0.0
148817203,4.0,1.0,4700000.0,32.3,17.6,7.0,37.710404,55.652116,12.645778757374137,7.0,0.0,0.0,0.0,1.0,10.0,12.0,0.0,двор и улица,1.0
150630729,4.0,2.0,4700000.0,37.0,23.0,8.0,37.801934,55.637154,17.280643870666577,15.0,0.0,1.0,1.0,1.0,7.0,9.0,0.0,двор,1.0
150724940,4.0,1.0,4700000.0,35.0,20.0,10.0,37.784614,55.700243,11.915636599904461,15.0,1.0,0.0,1.0,0.0,2.0,12.0,0.0,двор,1.0
150603287,4.0,1.0,4700000.0,32.0,18.4,5.6,37.787246,55.698056,12.181081753733022,26.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,двор,0.0
148267117,4.0,1.0,4700000.0,40.0,19.0,10.0,37.924024,55.697559,20.05980847412958,15.0,1.0,0.0,0.0,1.0,5.0,17.0,0.0,двор и улица,1.0
150469992,4.0,1.0,4704783.0,40.3,,,37.932477,55.701607,20.429757633257253,15.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,двор и улица,1.0
148329501,4.0,1.0,4707250.0,39.4,18.9,9.0,37.933842,55.703342,20.457296410990775,20.0,1.0,0.0,0.0,1.0,4.0,25.0,1.0,двор,1.0
151051458,4.0,1.0,4711401.0,37.0,,,37.704316,55.648167,12.877864667702122,4.0,0.0,1.0,0.0,1.0,13.0,25.0,1.0,двор и улица,1.0
148845537,4.0,1.0,4730000.0,38.8,18.9,7.3,37.925809,55.7003,20.072583357960987,,1.0,0.0,0.0,0.0,15.0,17.0,1.0,–,1.0
151051209,4.0,1.0,4739370.0,26.2,,,37.739991,55.729384,7.996180851130148,6.0,0.0,0.0,0.0,1.0,21.0,25.0,1.0,двор и улица,1.0
148998613,4.0,1.0,4750000.0,33.0,18.0,6.0,37.779979,55.699695,11.696130884357675,10.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,двор,0.0
148938652,4.0,1.0,4764201.0,36.3,14.7,12.0,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,27.0,32.0,1.0,двор,1.0
151051493,4.0,1.0,4773528.0,37.5,,,37.704316,55.648167,12.877864667702122,4.0,0.0,1.0,0.0,1.0,17.0,25.0,1.0,двор и улица,1.0
48896126,4.0,1.0,4774362.0,37.1,14.7,12.0,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,11.0,32.0,1.0,двор,1.0
148938516,4.0,1.0,4781738.0,36.3,14.7,12.0,37.704716,55.645719,13.136699327096617,20.0,1.0,0.0,0.0,0.0,26.0,32.0,1.0,двор,1.0
151052253,4.0,1.0,4784785.0,36.5,,,37.704316,55.648167,12.877864667702122,4.0,0.0,1.0,0.0,1.0,29.0,32.0,1.0,двор и улица,1.0
150506760,4.0,1.0,4790000.0,32.0,20.2,6.0,37.777562,55.705427,11.2473888918483,10.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,двор,0.0
151079460,4.0,1.0,4790000.0,40.0,19.0,10.0,37.928255,55.69899,20.26292218438335,,1.0,0.0,0.0,0.0,10.0,17.0,0.0,улица,0.0
150470938,4.0,1.0,4800000.0,37.5,20.0,10.0,37.927841,55.700354,20.19245411922927,,1.0,0.0,0.0,0.0,8.0,17.0,0.0,двор,1.0
148983187,4.0,1.0,4800000.0,33.0,18.0,6.0,37.79923,55.695621,12.966931144423592,5.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,двор,0.0
145232447,4.0,1.0,4800000.0,35.3,19.6,9.0,37.821867,55.692643,14.368951397507272,,1.0,0.0,0.0,1.0,8.0,16.0,0.0,двор,1.0
148328208,4.0,1.0,4800000.0,33.0,20.0,6.0,37.787803,55.701506,12.020484037331142,15.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,двор,0.0
150620015,4.0,1.0,4800000.0,27.0,15.4,6.0,37.719828,55.68767,9.655218442765948,12.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,двор,1.0
150097904,4.0,2.0,5542339.0,41.4,27.6,5.3,37.704772,55.644135,13.299384519141336,20.0,1.0,0.0,0.0,0.0,7.0,25.0,0.0,улица,1.0
151052015,4.0,1.0,4469151.0,37.0,,,37.704316,55.648167,12.877864667702122,4.0,0.0,1.0,0.0,1.0,7.0,32.0,1.0,двор и улица,1.0
150347504,4.0,1.0,4800000.0,32.0,19.0,6.0,37.801071,55.717751,12.036190344008675,5.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,двор,0.0
150978989,4.0,1.0,4800000.0,31.0,18.0,6.0,37.768777,55.701785,10.975229192721322,8.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,двор,0.0
149437843,4.0,2.0,4800000.0,43.0,28.0,6.0,37.736123,55.679148,11.04131643590088,15.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,двор,0.0
150108261,4.0,1.0,4800000.0,32.0,20.4,6.0,37.714177,55.76483,6.031260475765107,10.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,двор и улица,0.0
150165575,4.0,1.0,4800000.0,30.0,17.0,,37.707628,55.658078,11.975748809763713,10.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,улица,0.0
150999190,4.0,1.0,4800000.0,40.0,19.0,,37.933285,55.706203,20.337408423787046,10.0,0.0,0.0,1.0,1.0,2.0,17.0,0.0,двор и улица,1.0
150496606,4.0,1.0,4830000.0,40.0,19.0,10.0,37.928255,55.69899,20.26292218438335,,1.0,0.0,0.0,1.0,10.0,17.0,0.0,улица,1.0
